datetime,num_orders,day_of_week,hour,lag_2,lag_4,lag_6,lag_8,lag_10,lag_12,rolling_mean
2018-04-06 17:00:00,79,4,17,86.0,44.0,101.0,66.0,31.0,11.0,67.4
2018-04-06 18:00:00,49,4,18,98.0,59.0,50.0,72.0,58.0,0.0,73.2
2018-04-06 19:00:00,63,4,19,79.0,86.0,44.0,101.0,66.0,31.0,74.2
2018-04-06 20:00:00,105,4,20,49.0,98.0,59.0,50.0,72.0,58.0,75.0
2018-04-06 21:00:00,109,4,21,63.0,79.0,86.0,44.0,101.0,66.0,78.8
2018-04-06 22:00:00,176,4,22,105.0,49.0,98.0,59.0,50.0,72.0,81.0
2018-04-06 23:00:00,118,4,23,109.0,63.0,79.0,86.0,44.0,101.0,100.4
2018-04-07 00:00:00,129,5,0,176.0,105.0,49.0,98.0,59.0,50.0,114.2
2018-04-07 01:00:00,67,5,1,118.0,109.0,63.0,79.0,86.0,44.0,127.4
2018-04-07 02:00:00,67,5,2,129.0,176.0,105.0,49.0,98.0,59.0,119.8
2018-04-07 03:00:00,78,5,3,67.0,118.0,109.0,63.0,79.0,86.0,111.4
2018-04-07 04:00:00,20,5,4,67.0,129.0,176.0,105.0,49.0,98.0,91.8
2018-04-07 05:00:00,37,5,5,78.0,67.0,118.0,109.0,63.0,79.0,72.2
2018-04-07 06:00:00,17,5,6,20.0,67.0,129.0,176.0,105.0,49.0,53.8
2018-04-07 07:00:00,18,5,7,37.0,78.0,67.0,118.0,109.0,63.0,43.8
2018-04-07 08:00:00,63,5,8,17.0,20.0,67.0,129.0,176.0,105.0,34.0
2018-04-07 09:00:00,41,5,9,18.0,37.0,78.0,67.0,118.0,109.0,31.0
2018-04-07 10:00:00,54,5,10,63.0,17.0,20.0,67.0,129.0,176.0,35.2
2018-04-07 11:00:00,85,5,11,41.0,18.0,37.0,78.0,67.0,118.0,38.6
2018-04-07 12:00:00,42,5,12,54.0,63.0,17.0,20.0,67.0,129.0,52.2
2018-04-07 13:00:00,49,5,13,85.0,41.0,18.0,37.0,78.0,67.0,57.0
2018-04-07 14:00:00,47,5,14,42.0,54.0,63.0,17.0,20.0,67.0,54.2
2018-04-07 15:00:00,69,5,15,49.0,85.0,41.0,18.0,37.0,78.0,55.4
2018-04-07 16:00:00,100,5,16,47.0,42.0,54.0,63.0,17.0,20.0,58.4
2018-04-07 17:00:00,36,5,17,69.0,49.0,85.0,41.0,18.0,37.0,61.4
2018-04-07 18:00:00,42,5,18,100.0,47.0,42.0,54.0,63.0,17.0,60.2
2018-04-07 19:00:00,80,5,19,36.0,69.0,49.0,85.0,41.0,18.0,58.8
2018-04-07 20:00:00,40,5,20,42.0,100.0,47.0,42.0,54.0,63.0,65.4
2018-04-07 21:00:00,57,5,21,80.0,36.0,69.0,49.0,85.0,41.0,59.6
2018-04-07 22:00:00,53,5,22,40.0,42.0,100.0,47.0,42.0,54.0,51.0
2018-04-07 23:00:00,46,5,23,57.0,80.0,36.0,69.0,49.0,85.0,54.4
2018-04-08 00:00:00,52,6,0,53.0,40.0,42.0,100.0,47.0,42.0,55.2
2018-04-08 01:00:00,53,6,1,46.0,57.0,80.0,36.0,69.0,49.0,49.6
2018-04-08 02:00:00,38,6,2,52.0,53.0,40.0,42.0,100.0,47.0,52.2
2018-04-08 03:00:00,53,6,3,53.0,46.0,57.0,80.0,36.0,69.0,48.4
2018-04-08 04:00:00,31,6,4,38.0,52.0,53.0,40.0,42.0,100.0,48.4
2018-04-08 05:00:00,14,6,5,53.0,53.0,46.0,57.0,80.0,36.0,45.4
2018-04-08 06:00:00,7,6,6,31.0,38.0,52.0,53.0,40.0,42.0,37.8
2018-04-08 07:00:00,8,6,7,14.0,53.0,53.0,46.0,57.0,80.0,28.6
2018-04-08 08:00:00,52,6,8,7.0,31.0,38.0,52.0,53.0,40.0,22.6
2018-04-08 09:00:00,37,6,9,8.0,14.0,53.0,53.0,46.0,57.0,22.4
2018-04-08 10:00:00,39,6,10,52.0,7.0,31.0,38.0,52.0,53.0,23.6
2018-04-08 11:00:00,36,6,11,37.0,8.0,14.0,53.0,53.0,46.0,28.6
2018-04-08 12:00:00,37,6,12,39.0,52.0,7.0,31.0,38.0,52.0,34.4
2018-04-08 13:00:00,47,6,13,36.0,37.0,8.0,14.0,53.0,53.0,40.2
2018-04-08 14:00:00,60,6,14,37.0,39.0,52.0,7.0,31.0,38.0,39.2
2018-04-08 15:00:00,71,6,15,47.0,36.0,37.0,8.0,14.0,53.0,43.8
2018-04-08 16:00:00,75,6,16,60.0,37.0,39.0,52.0,7.0,31.0,50.2
2018-04-08 17:00:00,36,6,17,71.0,47.0,36.0,37.0,8.0,14.0,58.0
2018-04-08 18:00:00,76,6,18,75.0,60.0,37.0,39.0,52.0,7.0,57.8
2018-04-08 19:00:00,78,6,19,36.0,71.0,47.0,36.0,37.0,8.0,63.6
2018-04-08 20:00:00,43,6,20,76.0,75.0,60.0,37.0,39.0,52.0,67.2
2018-04-08 21:00:00,101,6,21,78.0,36.0,71.0,47.0,36.0,37.0,61.6
2018-04-08 22:00:00,99,6,22,43.0,76.0,75.0,60.0,37.0,39.0,66.8
2018-04-08 23:00:00,98,6,23,101.0,78.0,36.0,71.0,47.0,36.0,79.4
2018-04-09 00:00:00,164,0,0,99.0,43.0,76.0,75.0,60.0,37.0,83.8
2018-04-09 01:00:00,119,0,1,98.0,101.0,78.0,36.0,71.0,47.0,101.0
2018-04-09 02:00:00,56,0,2,164.0,99.0,43.0,76.0,75.0,60.0,116.2
2018-04-09 03:00:00,68,0,3,119.0,98.0,101.0,78.0,36.0,71.0,107.2
2018-04-09 04:00:00,52,0,4,56.0,164.0,99.0,43.0,76.0,75.0,101.0
2018-04-09 05:00:00,12,0,5,68.0,119.0,98.0,101.0,78.0,36.0,91.8
2018-04-09 06:00:00,23,0,6,52.0,56.0,164.0,99.0,43.0,76.0,61.4
2018-04-09 07:00:00,26,0,7,12.0,68.0,119.0,98.0,101.0,78.0,42.2
2018-04-09 08:00:00,61,0,8,23.0,52.0,56.0,164.0,99.0,43.0,36.2
2018-04-09 09:00:00,81,0,9,26.0,12.0,68.0,119.0,98.0,101.0,34.8
2018-04-09 10:00:00,103,0,10,61.0,23.0,52.0,56.0,164.0,99.0,40.6
2018-04-09 11:00:00,79,0,11,81.0,26.0,12.0,68.0,119.0,98.0,58.8
2018-04-09 12:00:00,64,0,12,103.0,61.0,23.0,52.0,56.0,164.0,70.0
2018-04-09 13:00:00,57,0,13,79.0,81.0,26.0,12.0,68.0,119.0,77.6
2018-04-09 14:00:00,77,0,14,64.0,103.0,61.0,23.0,52.0,56.0,76.8
2018-04-09 15:00:00,56,0,15,57.0,79.0,81.0,26.0,12.0,68.0,76.0
2018-04-09 16:00:00,81,0,16,77.0,64.0,103.0,61.0,23.0,52.0,66.6
2018-04-09 17:00:00,44,0,17,56.0,57.0,79.0,81.0,26.0,12.0,67.0
2018-04-09 18:00:00,28,0,18,81.0,77.0,64.0,103.0,61.0,23.0,63.0
2018-04-09 19:00:00,62,0,19,44.0,56.0,57.0,79.0,81.0,26.0,57.2
2018-04-09 20:00:00,57,0,20,28.0,81.0,77.0,64.0,103.0,61.0,54.2
2018-04-09 21:00:00,46,0,21,62.0,44.0,56.0,57.0,79.0,81.0,54.4
2018-04-09 22:00:00,72,0,22,57.0,28.0,81.0,77.0,64.0,103.0,47.4
2018-04-09 23:00:00,66,0,23,46.0,62.0,44.0,56.0,57.0,79.0,53.0
2018-04-10 00:00:00,88,1,0,72.0,57.0,28.0,81.0,77.0,64.0,60.6
2018-04-10 01:00:00,51,1,1,66.0,46.0,62.0,44.0,56.0,57.0,65.8
2018-04-10 02:00:00,45,1,2,88.0,72.0,57.0,28.0,81.0,77.0,64.6
2018-04-10 03:00:00,47,1,3,51.0,66.0,46.0,62.0,44.0,56.0,64.4
2018-04-10 04:00:00,16,1,4,45.0,88.0,72.0,57.0,28.0,81.0,59.4
2018-04-10 05:00:00,3,1,5,47.0,51.0,66.0,46.0,62.0,44.0,49.4
2018-04-10 06:00:00,2,1,6,16.0,45.0,88.0,72.0,57.0,28.0,32.4
2018-04-10 07:00:00,17,1,7,3.0,47.0,51.0,66.0,46.0,62.0,22.6
2018-04-10 08:00:00,53,1,8,2.0,16.0,45.0,88.0,72.0,57.0,17.0
2018-04-10 09:00:00,48,1,9,17.0,3.0,47.0,51.0,66.0,46.0,18.2
2018-04-10 10:00:00,92,1,10,53.0,2.0,16.0,45.0,88.0,72.0,24.6
2018-04-10 11:00:00,90,1,11,48.0,17.0,3.0,47.0,51.0,66.0,42.4
2018-04-10 12:00:00,41,1,12,92.0,53.0,2.0,16.0,45.0,88.0,60.0
2018-04-10 13:00:00,38,1,13,90.0,48.0,17.0,3.0,47.0,51.0,64.8
2018-04-10 14:00:00,59,1,14,41.0,92.0,53.0,2.0,16.0,45.0,61.8
2018-04-10 15:00:00,50,1,15,38.0,90.0,48.0,17.0,3.0,47.0,64.0
2018-04-10 16:00:00,89,1,16,59.0,41.0,92.0,53.0,2.0,16.0,55.6
2018-04-10 17:00:00,66,1,17,50.0,38.0,90.0,48.0,17.0,3.0,55.4
2018-04-10 18:00:00,48,1,18,89.0,59.0,41.0,92.0,53.0,2.0,60.4
2018-04-10 19:00:00,71,1,19,66.0,50.0,38.0,90.0,48.0,17.0,62.4
2018-04-10 20:00:00,58,1,20,48.0,89.0,59.0,41.0,92.0,53.0,64.8
2018-04-10 21:00:00,53,1,21,71.0,66.0,50.0,38.0,90.0,48.0,66.4
2018-04-10 22:00:00,52,1,22,58.0,48.0,89.0,59.0,41.0,92.0,59.2
2018-04-10 23:00:00,79,1,23,53.0,71.0,66.0,50.0,38.0,90.0,56.4
2018-04-11 00:00:00,99,2,0,52.0,58.0,48.0,89.0,59.0,41.0,62.6
2018-04-11 01:00:00,49,2,1,79.0,53.0,71.0,66.0,50.0,38.0,68.2
2018-04-11 02:00:00,53,2,2,99.0,52.0,58.0,48.0,89.0,59.0,66.4
2018-04-11 03:00:00,86,2,3,49.0,79.0,53.0,71.0,66.0,50.0,66.4
2018-04-11 04:00:00,25,2,4,53.0,99.0,52.0,58.0,48.0,89.0,73.2
2018-04-11 05:00:00,23,2,5,86.0,49.0,79.0,53.0,71.0,66.0,62.4
2018-04-11 06:00:00,9,2,6,25.0,53.0,99.0,52.0,58.0,48.0,47.2
2018-04-11 07:00:00,20,2,7,23.0,86.0,49.0,79.0,53.0,71.0,39.2
2018-04-11 08:00:00,60,2,8,9.0,25.0,53.0,99.0,52.0,58.0,32.6
2018-04-11 09:00:00,49,2,9,20.0,23.0,86.0,49.0,79.0,53.0,27.4
2018-04-11 10:00:00,113,2,10,60.0,9.0,25.0,53.0,99.0,52.0,32.2
2018-04-11 11:00:00,93,2,11,49.0,20.0,23.0,86.0,49.0,79.0,50.2
2018-04-11 12:00:00,53,2,12,113.0,60.0,9.0,25.0,53.0,99.0,67.0
2018-04-11 13:00:00,41,2,13,93.0,49.0,20.0,23.0,86.0,49.0,73.6
2018-04-11 14:00:00,58,2,14,53.0,113.0,60.0,9.0,25.0,53.0,69.8
2018-04-11 15:00:00,65,2,15,41.0,93.0,49.0,20.0,23.0,86.0,71.6
2018-04-11 16:00:00,84,2,16,58.0,53.0,113.0,60.0,9.0,25.0,62.0
2018-04-11 17:00:00,23,2,17,65.0,41.0,93.0,49.0,20.0,23.0,60.2
2018-04-11 18:00:00,49,2,18,84.0,58.0,53.0,113.0,60.0,9.0,54.2
2018-04-11 19:00:00,82,2,19,23.0,65.0,41.0,93.0,49.0,20.0,55.8
2018-04-11 20:00:00,60,2,20,49.0,84.0,58.0,53.0,113.0,60.0,60.6
2018-04-11 21:00:00,43,2,21,82.0,23.0,65.0,41.0,93.0,49.0,59.6
2018-04-11 22:00:00,113,2,22,60.0,49.0,84.0,58.0,53.0,113.0,51.4
2018-04-11 23:00:00,98,2,23,43.0,82.0,23.0,65.0,41.0,93.0,69.4
2018-04-12 00:00:00,85,3,0,113.0,60.0,49.0,84.0,58.0,53.0,79.2
2018-04-12 01:00:00,73,3,1,98.0,43.0,82.0,23.0,65.0,41.0,79.8
2018-04-12 02:00:00,76,3,2,85.0,113.0,60.0,49.0,84.0,58.0,82.4
2018-04-12 03:00:00,72,3,3,73.0,98.0,43.0,82.0,23.0,65.0,89.0
2018-04-12 04:00:00,30,3,4,76.0,85.0,113.0,60.0,49.0,84.0,80.8
2018-04-12 05:00:00,3,3,5,72.0,73.0,98.0,43.0,82.0,23.0,67.2
2018-04-12 06:00:00,2,3,6,30.0,76.0,85.0,113.0,60.0,49.0,50.8
2018-04-12 07:00:00,5,3,7,3.0,72.0,73.0,98.0,43.0,82.0,36.6
2018-04-12 08:00:00,67,3,8,2.0,30.0,76.0,85.0,113.0,60.0,22.4
2018-04-12 09:00:00,78,3,9,5.0,3.0,72.0,73.0,98.0,43.0,21.4
2018-04-12 10:00:00,103,3,10,67.0,2.0,30.0,76.0,85.0,113.0,31.0
2018-04-12 11:00:00,74,3,11,78.0,5.0,3.0,72.0,73.0,98.0,51.0
2018-04-12 12:00:00,41,3,12,103.0,67.0,2.0,30.0,76.0,85.0,65.4
2018-04-12 13:00:00,61,3,13,74.0,78.0,5.0,3.0,72.0,73.0,72.6
2018-04-12 14:00:00,76,3,14,41.0,103.0,67.0,2.0,30.0,76.0,71.4
2018-04-12 15:00:00,72,3,15,61.0,74.0,78.0,5.0,3.0,72.0,71.0
2018-04-12 16:00:00,119,3,16,76.0,41.0,103.0,67.0,2.0,30.0,64.8
2018-04-12 17:00:00,46,3,17,72.0,61.0,74.0,78.0,5.0,3.0,73.8
2018-04-12 18:00:00,66,3,18,119.0,76.0,41.0,103.0,67.0,2.0,74.8
2018-04-12 19:00:00,48,3,19,46.0,72.0,61.0,74.0,78.0,5.0,75.8
2018-04-12 20:00:00,55,3,20,66.0,119.0,76.0,41.0,103.0,67.0,70.2
2018-04-12 21:00:00,68,3,21,48.0,46.0,72.0,61.0,74.0,78.0,66.8
2018-04-12 22:00:00,83,3,22,55.0,66.0,119.0,76.0,41.0,103.0,56.6
2018-04-12 23:00:00,88,3,23,68.0,48.0,46.0,72.0,61.0,74.0,64.0
2018-04-13 00:00:00,113,4,0,83.0,55.0,66.0,119.0,76.0,41.0,68.4
2018-04-13 01:00:00,67,4,1,88.0,68.0,48.0,46.0,72.0,61.0,81.4
2018-04-13 02:00:00,39,4,2,113.0,83.0,55.0,66.0,119.0,76.0,83.8
2018-04-13 03:00:00,73,4,3,67.0,88.0,68.0,48.0,46.0,72.0,78.0
2018-04-13 04:00:00,59,4,4,39.0,113.0,83.0,55.0,66.0,119.0,76.0
2018-04-13 05:00:00,26,4,5,73.0,67.0,88.0,68.0,48.0,46.0,70.2
2018-04-13 06:00:00,9,4,6,59.0,39.0,113.0,83.0,55.0,66.0,52.8
2018-04-13 07:00:00,38,4,7,26.0,73.0,67.0,88.0,68.0,48.0,41.2
2018-04-13 08:00:00,60,4,8,9.0,59.0,39.0,113.0,83.0,55.0,41.0
2018-04-13 09:00:00,46,4,9,38.0,26.0,73.0,67.0,88.0,68.0,38.4
2018-04-13 10:00:00,104,4,10,60.0,9.0,59.0,39.0,113.0,83.0,35.8
2018-04-13 11:00:00,69,4,11,46.0,38.0,26.0,73.0,67.0,88.0,51.4
2018-04-13 12:00:00,47,4,12,104.0,60.0,9.0,59.0,39.0,113.0,63.4
2018-04-13 13:00:00,47,4,13,69.0,46.0,38.0,26.0,73.0,67.0,65.2
2018-04-13 14:00:00,57,4,14,47.0,104.0,60.0,9.0,59.0,39.0,62.6
2018-04-13 15:00:00,88,4,15,47.0,69.0,46.0,38.0,26.0,73.0,64.8
2018-04-13 16:00:00,95,4,16,57.0,47.0,104.0,60.0,9.0,59.0,61.6
2018-04-13 17:00:00,71,4,17,88.0,47.0,69.0,46.0,38.0,26.0,66.8
2018-04-13 18:00:00,73,4,18,95.0,57.0,47.0,104.0,60.0,9.0,71.6
2018-04-13 19:00:00,80,4,19,71.0,88.0,47.0,69.0,46.0,38.0,76.8
2018-04-13 20:00:00,106,4,20,73.0,95.0,57.0,47.0,104.0,60.0,81.4
2018-04-13 21:00:00,84,4,21,80.0,71.0,88.0,47.0,69.0,46.0,85.0
2018-04-13 22:00:00,128,4,22,106.0,73.0,95.0,57.0,47.0,104.0,82.8
2018-04-13 23:00:00,105,4,23,84.0,80.0,71.0,88.0,47.0,69.0,94.2
2018-04-14 00:00:00,153,5,0,128.0,106.0,73.0,95.0,57.0,47.0,100.6
2018-04-14 01:00:00,104,5,1,105.0,84.0,80.0,71.0,88.0,47.0,115.2
2018-04-14 02:00:00,52,5,2,153.0,128.0,106.0,73.0,95.0,57.0,114.8
2018-04-14 03:00:00,75,5,3,104.0,105.0,84.0,80.0,71.0,88.0,108.4
2018-04-14 04:00:00,62,5,4,52.0,153.0,128.0,106.0,73.0,95.0,97.8
2018-04-14 05:00:00,16,5,5,75.0,104.0,105.0,84.0,80.0,71.0,89.2
2018-04-14 06:00:00,14,5,6,62.0,52.0,153.0,128.0,106.0,73.0,61.8
2018-04-14 07:00:00,40,5,7,16.0,75.0,104.0,105.0,84.0,80.0,43.8
2018-04-14 08:00:00,84,5,8,14.0,62.0,52.0,153.0,128.0,106.0,41.4
2018-04-14 09:00:00,62,5,9,40.0,16.0,75.0,104.0,105.0,84.0,43.2
2018-04-14 10:00:00,58,5,10,84.0,14.0,62.0,52.0,153.0,128.0,43.2
2018-04-14 11:00:00,73,5,11,62.0,40.0,16.0,75.0,104.0,105.0,51.6
2018-04-14 12:00:00,31,5,12,58.0,84.0,14.0,62.0,52.0,153.0,63.4
2018-04-14 13:00:00,62,5,13,73.0,62.0,40.0,16.0,75.0,104.0,61.6
2018-04-14 14:00:00,71,5,14,31.0,58.0,84.0,14.0,62.0,52.0,57.2
2018-04-14 15:00:00,65,5,15,62.0,73.0,62.0,40.0,16.0,75.0,59.0
2018-04-14 16:00:00,95,5,16,71.0,31.0,58.0,84.0,14.0,62.0,60.4
2018-04-14 17:00:00,43,5,17,65.0,62.0,73.0,62.0,40.0,16.0,64.8
2018-04-14 18:00:00,61,5,18,95.0,71.0,31.0,58.0,84.0,14.0,67.2
2018-04-14 19:00:00,110,5,19,43.0,65.0,62.0,73.0,62.0,40.0,67.0
2018-04-14 20:00:00,42,5,20,61.0,95.0,71.0,31.0,58.0,84.0,74.8
2018-04-14 21:00:00,32,5,21,110.0,43.0,65.0,62.0,73.0,62.0,70.2
2018-04-14 22:00:00,84,5,22,42.0,61.0,95.0,71.0,31.0,58.0,57.6
2018-04-14 23:00:00,48,5,23,32.0,110.0,43.0,65.0,62.0,73.0,65.8
2018-04-15 00:00:00,106,6,0,84.0,42.0,61.0,95.0,71.0,31.0,63.2
2018-04-15 01:00:00,33,6,1,48.0,32.0,110.0,43.0,65.0,62.0,62.4
2018-04-15 02:00:00,54,6,2,106.0,84.0,42.0,61.0,95.0,71.0,60.6
2018-04-15 03:00:00,82,6,3,33.0,48.0,32.0,110.0,43.0,65.0,65.0
2018-04-15 04:00:00,15,6,4,54.0,106.0,84.0,42.0,61.0,95.0,64.6
2018-04-15 05:00:00,26,6,5,82.0,33.0,48.0,32.0,110.0,43.0,58.0
2018-04-15 06:00:00,8,6,6,15.0,54.0,106.0,84.0,42.0,61.0,42.0
2018-04-15 07:00:00,6,6,7,26.0,82.0,33.0,48.0,32.0,110.0,37.0
2018-04-15 08:00:00,49,6,8,8.0,15.0,54.0,106.0,84.0,42.0,27.4
2018-04-15 09:00:00,56,6,9,6.0,26.0,82.0,33.0,48.0,32.0,20.8
2018-04-15 10:00:00,45,6,10,49.0,8.0,15.0,54.0,106.0,84.0,29.0
2018-04-15 11:00:00,48,6,11,56.0,6.0,26.0,82.0,33.0,48.0,32.8
2018-04-15 12:00:00,35,6,12,45.0,49.0,8.0,15.0,54.0,106.0,40.8
2018-04-15 13:00:00,43,6,13,48.0,56.0,6.0,26.0,82.0,33.0,46.6
2018-04-15 14:00:00,46,6,14,35.0,45.0,49.0,8.0,15.0,54.0,45.4
2018-04-15 15:00:00,64,6,15,43.0,48.0,56.0,6.0,26.0,82.0,43.4
2018-04-15 16:00:00,92,6,16,46.0,35.0,45.0,49.0,8.0,15.0,47.2
2018-04-15 17:00:00,38,6,17,64.0,43.0,48.0,56.0,6.0,26.0,56.0
2018-04-15 18:00:00,56,6,18,92.0,46.0,35.0,45.0,49.0,8.0,56.6
2018-04-15 19:00:00,97,6,19,38.0,64.0,43.0,48.0,56.0,6.0,59.2
2018-04-15 20:00:00,66,6,20,56.0,92.0,46.0,35.0,45.0,49.0,69.4
2018-04-15 21:00:00,94,6,21,97.0,38.0,64.0,43.0,48.0,56.0,69.8
2018-04-15 22:00:00,104,6,22,66.0,56.0,92.0,46.0,35.0,45.0,70.2
2018-04-15 23:00:00,119,6,23,94.0,97.0,38.0,64.0,43.0,48.0,83.4
2018-04-16 00:00:00,165,0,0,104.0,66.0,56.0,92.0,46.0,35.0,96.0
2018-04-16 01:00:00,109,0,1,119.0,94.0,97.0,38.0,64.0,43.0,109.6
2018-04-16 02:00:00,79,0,2,165.0,104.0,66.0,56.0,92.0,46.0,118.2
2018-04-16 03:00:00,77,0,3,109.0,119.0,94.0,97.0,38.0,64.0,115.2
2018-04-16 04:00:00,37,0,4,79.0,165.0,104.0,66.0,56.0,92.0,109.8
2018-04-16 05:00:00,31,0,5,77.0,109.0,119.0,94.0,97.0,38.0,93.4
2018-04-16 06:00:00,13,0,6,37.0,79.0,165.0,104.0,66.0,56.0,66.6
2018-04-16 07:00:00,22,0,7,31.0,77.0,109.0,119.0,94.0,97.0,47.4
2018-04-16 08:00:00,69,0,8,13.0,37.0,79.0,165.0,104.0,66.0,36.0
2018-04-16 09:00:00,72,0,9,22.0,31.0,77.0,109.0,119.0,94.0,34.4
2018-04-16 10:00:00,138,0,10,69.0,13.0,37.0,79.0,165.0,104.0,41.4
2018-04-16 11:00:00,81,0,11,72.0,22.0,31.0,77.0,109.0,119.0,62.8
2018-04-16 12:00:00,52,0,12,138.0,69.0,13.0,37.0,79.0,165.0,76.4
2018-04-16 13:00:00,74,0,13,81.0,72.0,22.0,31.0,77.0,109.0,82.4
2018-04-16 14:00:00,58,0,14,52.0,138.0,69.0,13.0,37.0,79.0,83.4
2018-04-16 15:00:00,71,0,15,74.0,81.0,72.0,22.0,31.0,77.0,80.6
2018-04-16 16:00:00,104,0,16,58.0,52.0,138.0,69.0,13.0,37.0,67.2
2018-04-16 17:00:00,59,0,17,71.0,74.0,81.0,72.0,22.0,31.0,71.8
2018-04-16 18:00:00,63,0,18,104.0,58.0,52.0,138.0,69.0,13.0,73.2
2018-04-16 19:00:00,64,0,19,59.0,71.0,74.0,81.0,72.0,22.0,71.0
2018-04-16 20:00:00,75,0,20,63.0,104.0,58.0,52.0,138.0,69.0,72.2
2018-04-16 21:00:00,47,0,21,64.0,59.0,71.0,74.0,81.0,72.0,73.0
2018-04-16 22:00:00,73,0,22,75.0,63.0,104.0,58.0,52.0,138.0,61.6
2018-04-16 23:00:00,80,0,23,47.0,64.0,59.0,71.0,74.0,81.0,64.4
2018-04-17 00:00:00,85,1,0,73.0,75.0,63.0,104.0,58.0,52.0,67.8
2018-04-17 01:00:00,78,1,1,80.0,47.0,64.0,59.0,71.0,74.0,72.0
2018-04-17 02:00:00,68,1,2,85.0,73.0,75.0,63.0,104.0,58.0,72.6
2018-04-17 03:00:00,39,1,3,78.0,80.0,47.0,64.0,59.0,71.0,76.8
2018-04-17 04:00:00,38,1,4,68.0,85.0,73.0,75.0,63.0,104.0,70.0
2018-04-17 05:00:00,4,1,5,39.0,78.0,80.0,47.0,64.0,59.0,61.6
2018-04-17 06:00:00,6,1,6,38.0,68.0,85.0,73.0,75.0,63.0,45.4
2018-04-17 07:00:00,33,1,7,4.0,39.0,78.0,80.0,47.0,64.0,31.0
2018-04-17 08:00:00,74,1,8,6.0,38.0,68.0,85.0,73.0,75.0,24.0
2018-04-17 09:00:00,44,1,9,33.0,4.0,39.0,78.0,80.0,47.0,31.0
2018-04-17 10:00:00,82,1,10,74.0,6.0,38.0,68.0,85.0,73.0,32.2
2018-04-17 11:00:00,78,1,11,44.0,33.0,4.0,39.0,78.0,80.0,47.8
2018-04-17 12:00:00,32,1,12,82.0,74.0,6.0,38.0,68.0,85.0,62.2
2018-04-17 13:00:00,57,1,13,78.0,44.0,33.0,4.0,39.0,78.0,62.0
2018-04-17 14:00:00,46,1,14,32.0,82.0,74.0,6.0,38.0,68.0,58.6
2018-04-17 15:00:00,59,1,15,57.0,78.0,44.0,33.0,4.0,39.0,59.0
2018-04-17 16:00:00,98,1,16,46.0,32.0,82.0,74.0,6.0,38.0,54.4
2018-04-17 17:00:00,51,1,17,59.0,57.0,78.0,44.0,33.0,4.0,58.4
2018-04-17 18:00:00,49,1,18,98.0,46.0,32.0,82.0,74.0,6.0,62.2
2018-04-17 19:00:00,71,1,19,51.0,59.0,57.0,78.0,44.0,33.0,60.6
2018-04-17 20:00:00,82,1,20,49.0,98.0,46.0,32.0,82.0,74.0,65.6
2018-04-17 21:00:00,80,1,21,71.0,51.0,59.0,57.0,78.0,44.0,70.2
2018-04-17 22:00:00,71,1,22,82.0,49.0,98.0,46.0,32.0,82.0,66.6
2018-04-17 23:00:00,84,1,23,80.0,71.0,51.0,59.0,57.0,78.0,70.6
2018-04-18 00:00:00,84,2,0,71.0,82.0,49.0,98.0,46.0,32.0,77.6
2018-04-18 01:00:00,57,2,1,84.0,80.0,71.0,51.0,59.0,57.0,80.2
2018-04-18 02:00:00,91,2,2,84.0,71.0,82.0,49.0,98.0,46.0,75.2
2018-04-18 03:00:00,89,2,3,57.0,84.0,80.0,71.0,51.0,59.0,77.4
2018-04-18 04:00:00,32,2,4,91.0,84.0,71.0,82.0,49.0,98.0,81.0
2018-04-18 05:00:00,15,2,5,89.0,57.0,84.0,80.0,71.0,51.0,70.6
2018-04-18 06:00:00,14,2,6,32.0,91.0,84.0,71.0,82.0,49.0,56.8
2018-04-18 07:00:00,30,2,7,15.0,89.0,57.0,84.0,80.0,71.0,48.2
2018-04-18 08:00:00,73,2,8,14.0,32.0,91.0,84.0,71.0,82.0,36.0
2018-04-18 09:00:00,79,2,9,30.0,15.0,89.0,57.0,84.0,80.0,32.8
2018-04-18 10:00:00,84,2,10,73.0,14.0,32.0,91.0,84.0,71.0,42.2
2018-04-18 11:00:00,63,2,11,79.0,30.0,15.0,89.0,57.0,84.0,56.0
2018-04-18 12:00:00,54,2,12,84.0,73.0,14.0,32.0,91.0,84.0,65.8
2018-04-18 13:00:00,63,2,13,63.0,79.0,30.0,15.0,89.0,57.0,70.6
2018-04-18 14:00:00,55,2,14,54.0,84.0,73.0,14.0,32.0,91.0,68.6
2018-04-18 15:00:00,74,2,15,63.0,63.0,79.0,30.0,15.0,89.0,63.8
2018-04-18 16:00:00,101,2,16,55.0,54.0,84.0,73.0,14.0,32.0,61.8
2018-04-18 17:00:00,44,2,17,74.0,63.0,63.0,79.0,30.0,15.0,69.4
2018-04-18 18:00:00,42,2,18,101.0,55.0,54.0,84.0,73.0,14.0,67.4
2018-04-18 19:00:00,67,2,19,44.0,74.0,63.0,63.0,79.0,30.0,63.2
2018-04-18 20:00:00,53,2,20,42.0,101.0,55.0,54.0,84.0,73.0,65.6
2018-04-18 21:00:00,98,2,21,67.0,44.0,74.0,63.0,63.0,79.0,61.4
2018-04-18 22:00:00,77,2,22,53.0,42.0,101.0,55.0,54.0,84.0,60.8
2018-04-18 23:00:00,142,2,23,98.0,67.0,44.0,74.0,63.0,63.0,67.4
2018-04-19 00:00:00,159,3,0,77.0,53.0,42.0,101.0,55.0,54.0,87.4
